1 1	119
1 1	119
2 1	980
2 1	980
3 2	244
3 2	244
4 2	954
4 2	954
5 3	988
5 3	988
6 3	996
6 3	996
7 4	206
7 4	206
8 4	998
8 4	998
9 5	728
9 5	728
10 5	988
10 5	988
11 6	231
11 6	231
12 6	346
12 6	346
13 7	154
13 7	154
14 7	639
14 7	639
15 8	331
15 8	331
16 8	1000
16 8	1000
17 9	357
17 9	357
18 9	772
18 9	772
19 10	210
19 10	210
20 10	599
20 10	599
21 11	990
21 11	990
22 11	999
22 11	999
23 12	168
23 12	168
24 12	939
24 12	939
25 13	25
25 13	25
26 13	319
26 13	319
27 14	191
27 14	191
28 14	409
28 14	409
29 15	313
29 15	313
30 15	973
30 15	973
31 16	994
31 16	994
32 16	995
32 16	995
33 17	976
33 17	976
34 17	991
34 17	991
35 18	224
35 18	224
36 18	835
36 18	835
37 19	186
37 19	186
38 19	214
38 19	214
39 20	41
39 20	41
40 20	959
40 20	959
41 21	624
41 21	624
42 21	979
42 21	979
43 22	544
43 22	544
44 22	628
44 22	628
45 23	63
45 23	63
46 23	298
46 23	298
47 24	937
47 24	937
48 24	940
48 24	940
49 25	13
49 25	13
50 25	319
50 25	319
51 26	150
51 26	150
52 26	576
52 26	576
53 27	323
53 27	323
54 27	739
54 27	739
55 28	991
55 28	991
56 28	992
56 28	992
57 29	286
57 29	286
58 29	641
58 29	641
59 30	970
59 30	970
60 30	993
60 30	993
61 31	603
61 31	603
62 31	766
62 31	766
63 32	937
63 32	937
64 32	940
64 32	940
65 33	50
65 33	50
66 33	438
66 33	438
67 34	43
67 34	43
68 34	973
68 34	973
69 35	955
69 35	955
70 35	988
70 35	988
71 36	275
71 36	275
72 36	389
72 36	389
73 37	198
73 37	198
74 37	879
74 37	879
75 38	526
75 38	526
76 38	959
76 38	959
77 39	794
77 39	794
78 39	936
78 39	936
79 40	569
79 40	569
80 40	596
80 40	596
81 41	20
81 41	20
82 41	959
82 41	959
83 42	263
83 42	263
84 42	968
84 42	968
85 43	34
85 43	34
86 43	973
86 43	973
87 44	991
87 44	991
88 44	992
88 44	992
89 45	247
89 45	247
90 45	358
90 45	358
91 46	583
91 46	583
92 46	983
92 46	983
93 47	569
93 47	569
94 47	596
94 47	596
95 48	220
95 48	220
96 48	276
96 48	276
97 49	352
97 49	352
98 49	566
98 49	566
99 50	33
99 50	33
100 50	932
100 50	932
101 50	992
101 50	992
102 51	250
102 51	250
103 51	362
103 51	362
104 52	304
104 52	304
105 52	983
105 52	983
106 53	439
106 53	439
107 53	998
107 53	998
108 54	143
108 54	143
109 54	510
109 54	510
110 55	156
110 55	156
111 55	582
111 55	582
112 56	938
112 56	938
113 56	969
113 56	969
114 57	976
114 57	976
115 57	995
115 57	995
116 58	687
116 58	687
117 58	849
117 58	849
118 59	98
118 59	98
119 59	814
119 59	814
120 60	990
120 60	990
121 60	997
121 60	997
122 61	299
122 61	299
123 61	579
123 61	579
124 62	246
124 62	246
125 62	985
125 62	985
126 63	23
126 63	23
127 63	156
127 63	156
128 64	975
128 64	975
129 64	981
129 64	981
130 65	229
130 65	229
131 65	435
131 65	435
132 66	470
132 66	470
133 66	800
133 66	800
134 67	378
134 67	378
135 67	395
135 67	395
136 68	408
136 68	408
137 68	980
137 68	980
138 69	147
138 69	147
139 69	273
139 69	273
140 70	953
140 70	953
141 70	968
141 70	968
142 71	559
142 71	559
143 71	585
143 71	585
144 72	200
144 72	200
145 72	952
145 72	952
146 73	478
146 73	478
147 73	980
147 73	980
148 74	605
148 74	605
149 74	982
149 74	982
150 75	260
150 75	260
151 75	969
151 75	969
152 76	601
152 76	601
153 76	796
153 76	796
154 77	975
154 77	975
155 77	981
155 77	981
156 78	994
156 78	994
157 78	995
157 78	995
158 79	406
158 79	406
159 79	519
159 79	519
160 80	727
160 80	727
161 80	947
161 80	947
162 81	95
162 81	95
163 81	633
163 81	633
164 82	187
164 82	187
165 82	253
165 82	253
166 83	179
166 83	179
167 83	374
167 83	374
168 84	649
168 84	649
169 84	959
169 84	959
170 85	990
170 85	990
171 85	997
171 85	997
172 86	412
172 86	412
173 86	776
173 86	776
174 87	105
174 87	105
175 87	599
175 87	599
176 88	542
176 88	542
177 88	706
177 88	706
178 89	153
178 89	153
179 89	998
179 89	998
180 90	212
180 90	212
181 90	343
181 90	343
182 91	496
182 91	496
183 91	995
183 91	995
184 92	326
184 92	326
185 92	351
185 92	351
186 93	520
186 93	520
187 93	994
187 93	994
188 94	475
188 94	475
189 94	965
189 94	965
190 95	81
190 95	81
191 95	633
191 95	633
192 96	606
192 96	606
193 96	788
193 96	788
194 97	247
194 97	247
195 97	970
195 97	970
196 98	59
196 98	59
197 98	596
197 98	596
198 99	506
198 99	506
199 99	619
199 99	619
200 100	653
200 100	653
201 100	939
201 100	939
202 101	988
202 101	988
203 101	996
203 101	996
204 102	359
204 102	359
205 102	958
205 102	958
206 103	119
206 103	119
207 103	669
207 103	669
208 104	865
208 104	865
209 104	939
209 104	939
210 105	87
210 105	87
211 105	599
211 105	599
212 106	497
212 106	497
213 106	800
213 106	800
214 107	138
214 107	138
215 107	633
215 107	633
216 108	425
216 108	425
217 108	979
217 108	979
218 109	385
218 109	385
219 109	982
219 109	982
220 110	402
220 110	402
221 110	933
221 110	933
222 111	193
222 111	193
223 111	522
223 111	522
224 112	227
224 112	227
225 112	314
225 112	314
226 113	972
226 113	972
227 113	988
227 113	988
228 114	129
228 114	129
229 114	979
229 114	979
230 115	128
230 115	128
231 115	254
231 115	254
232 116	166
232 116	166
233 116	993
233 116	993
234 117	439
234 117	439
235 117	998
235 117	998
236 118	788
236 118	788
237 118	931
237 118	931
238 119	1
238 119	1
239 119	103
239 119	103
240 120	177
240 120	177
241 120	392
241 120	392
242 121	493
242 121	493
243 121	849
243 121	849
244 122	972
244 122	972
245 122	988
245 122	988
246 123	834
246 123	834
247 123	964
247 123	964
248 124	447
248 124	447
249 124	998
249 124	998
250 125	416
250 125	416
251 125	682
251 125	682
252 126	213
252 126	213
253 126	676
253 126	676
254 127	162
254 127	162
255 127	398
255 127	398
256 128	115
256 128	115
257 128	254
257 128	254
258 129	114
258 129	114
259 129	979
259 129	979
260 130	994
260 130	994
261 130	995
261 130	995
262 131	976
262 131	976
263 131	992
263 131	992
264 132	528
264 132	528
265 132	938
265 132	938
266 133	279
266 133	279
267 133	999
267 133	999
268 134	915
268 134	915
269 134	993
269 134	993
270 135	231
270 135	231
271 135	303
271 135	303
272 136	189
272 136	189
273 136	401
273 136	401
274 137	948
274 137	948
275 137	985
275 137	985
276 138	107
276 138	107
277 138	633
277 138	633
278 139	163
278 139	163
279 139	988
279 139	988
280 140	990
280 140	990
281 140	999
281 140	999
282 141	810
282 141	810
283 141	947
283 141	947
284 142	994
284 142	994
285 142	995
285 142	995
286 143	54
286 143	54
287 143	510
287 143	510
288 144	938
288 144	938
289 144	969
289 144	969
290 145	432
290 145	432
291 145	998
291 145	998
292 146	333
292 146	333
293 146	995
293 146	995
294 147	69
294 147	69
295 147	273
295 147	273
296 148	997
296 148	997
297 148	999
297 148	999
298 149	938
298 149	938
299 149	969
299 149	969
300 150	26
300 150	26
301 150	576
301 150	576
302 151	618
302 151	618
303 151	835
303 151	835
304 152	950
304 152	950
305 152	953
305 152	953
306 153	89
306 153	89
307 153	998
307 153	998
308 154	7
308 154	7
309 154	959
309 154	959
310 155	335
310 155	335
311 155	998
311 155	998
312 156	55
312 156	55
313 156	63
313 156	63
314 157	241
314 157	241
315 157	713
315 157	713
316 158	994
316 158	994
317 158	995
317 158	995
318 159	990
318 159	990
319 159	997
319 159	997
320 160	410
320 160	410
321 160	566
321 160	566
322 161	269
322 161	269
323 161	980
323 161	980
324 162	127
324 162	127
325 162	605
325 162	605
326 163	139
326 163	139
327 163	988
327 163	988
328 164	472
328 164	472
329 164	772
329 164	772
330 165	975
330 165	975
331 165	981
331 165	981
332 166	116
332 166	116
333 166	993
333 166	993
334 167	976
334 167	976
335 167	991
335 167	991
336 168	12
336 168	12
337 168	939
337 168	939
338 169	988
338 169	988
339 169	996
339 169	996
340 170	266
340 170	266
341 170	570
341 170	570
342 171	302
342 171	302
343 171	949
343 171	949
344 172	984
344 172	984
345 172	1000
345 172	1000
346 173	288
346 173	288
347 173	350
347 173	350
